province,year,months_before,cpi_category,cpi_yoy_avg,quarters_before,naics,vacancy_rate_avg,turnout,rejected_rate,valid_rate,electors,total_ballots_cast,valid_ballots,rejected_ballots
Quebec,2019,24,Food,146.670833,1,"Total, all industries",3.300000,0.67254865,0.01736043,0.98263957,6482847,4360030,4284338,75692

Quebec,2019,24,Food,146.670833,2,"Total, all industries",3.450000,0.67254865,0.01736043,0.98263957,6482847,4360030,4284338,75692

Quebec,2019,24,Food,146.670833,4,"Total, all industries",3.450000,0.67254865,0.01736043,0.98263957,6482847,4360030,4284338,75692

Quebec,2021,3,All-items,138.800000,1,"Total, all industries",6.100000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,3,All-items,138.800000,2,"Total, all industries",5.700000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,3,All-items,138.800000,4,"Total, all industries",4.925000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,3,Food,157.466667,1,"Total, all industries",6.100000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,3,Food,157.466667,2,"Total, all industries",5.700000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,3,Food,157.466667,4,"Total, all industries",4.925000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,6,All-items,137.933333,1,"Total, all industries",6.100000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,6,All-items,137.933333,2,"Total, all industries",5.700000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,6,All-items,137.933333,4,"Total, all industries",4.925000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,6,Food,156.566667,1,"Total, all industries",6.100000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,6,Food,156.566667,2,"Total, all industries",5.700000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,6,Food,156.566667,4,"Total, all industries",4.925000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,12,All-items,136.050000,1,"Total, all industries",6.100000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,12,All-items,136.050000,2,"Total, all industries",5.700000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,12,All-items,136.050000,4,"Total, all industries",4.925000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,12,Food,155.308333,1,"Total, all industries",6.100000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,12,Food,155.308333,2,"Total, all industries",5.700000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,12,Food,155.308333,4,"Total, all industries",4.925000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,24,All-items,134.287500,1,"Total, all industries",6.100000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,24,All-items,134.287500,2,"Total, all industries",5.700000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,24,All-items,134.287500,4,"Total, all industries",4.925000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,24,Food,153.895833,1,"Total, all industries",6.100000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,24,Food,153.895833,2,"Total, all industries",5.700000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Quebec,2021,24,Food,153.895833,4,"Total, all industries",4.925000,0.63489581,0.01912413,0.98087587,6508575,4132267,4053241,79026

Saskatchewan,2019,3,All-items,140.266667,1,"Total, all industries",2.200000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,3,All-items,140.266667,2,"Total, all industries",2.250000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,3,All-items,140.266667,4,"Total, all industries",2.200000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,3,Food,152.500000,1,"Total, all industries",2.200000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,3,Food,152.500000,2,"Total, all industries",2.250000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,3,Food,152.500000,4,"Total, all industries",2.200000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,6,All-items,140.416667,1,"Total, all industries",2.200000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,6,All-items,140.416667,2,"Total, all industries",2.250000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,6,All-items,140.416667,4,"Total, all industries",2.200000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,6,Food,152.033333,1,"Total, all industries",2.200000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,6,Food,152.033333,2,"Total, all industries",2.250000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,6,Food,152.033333,4,"Total, all industries",2.200000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,12,All-items,139.458333,1,"Total, all industries",2.200000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,12,All-items,139.458333,2,"Total, all industries",2.250000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,12,All-items,139.458333,4,"Total, all industries",2.200000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,12,Food,151.050000,1,"Total, all industries",2.200000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,12,Food,151.050000,2,"Total, all industries",2.250000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,12,Food,151.050000,4,"Total, all industries",2.200000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,24,All-items,138.350000,1,"Total, all industries",2.200000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,24,All-items,138.350000,2,"Total, all industries",2.250000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,24,All-items,138.350000,4,"Total, all industries",2.200000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,24,Food,148.895833,1,"Total, all industries",2.200000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,24,Food,148.895833,2,"Total, all industries",2.250000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2019,24,Food,148.895833,4,"Total, all industries",2.200000,0.72592527,0.00665944,0.99334056,807984,586536,582630,3906

Saskatchewan,2021,3,All-items,145.000000,1,"Total, all industries",4.300000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,3,All-items,145.000000,2,"Total, all industries",4.000000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,3,All-items,145.000000,4,"Total, all industries",3.250000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,3,Food,159.600000,1,"Total, all industries",4.300000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,3,Food,159.600000,2,"Total, all industries",4.000000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,3,Food,159.600000,4,"Total, all industries",3.250000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,6,All-items,144.400000,1,"Total, all industries",4.300000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,6,All-items,144.400000,2,"Total, all industries",4.000000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,6,All-items,144.400000,4,"Total, all industries",3.250000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,6,Food,158.850000,1,"Total, all industries",4.300000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,6,Food,158.850000,2,"Total, all industries",4.000000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,6,Food,158.850000,4,"Total, all industries",3.250000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,12,All-items,143.175000,1,"Total, all industries",4.300000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,12,All-items,143.175000,2,"Total, all industries",4.000000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,12,All-items,143.175000,4,"Total, all industries",3.250000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,12,Food,157.425000,1,"Total, all industries",4.300000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,12,Food,157.425000,2,"Total, all industries",4.000000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,12,Food,157.425000,4,"Total, all industries",3.250000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,24,All-items,141.820833,1,"Total, all industries",4.300000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,24,All-items,141.820833,2,"Total, all industries",4.000000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,24,All-items,141.820833,4,"Total, all industries",3.250000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,24,Food,156.141667,1,"Total, all industries",4.300000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,24,Food,156.141667,2,"Total, all industries",4.000000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

Saskatchewan,2021,24,Food,156.141667,4,"Total, all industries",3.250000,0.64208000,0.00595283,0.99404717,808175,518913,515824,3089

